"ID","Item","pic","correct","condition","responseRT","response","answer"
11,28,"images/32","b","affect",2.55822362983599,"b",1
11,29,"images/33","c","affect",7.52308907872066,"c",1
11,30,"images/34","d","affect",1.2916753818281,"d",1
11,31,"images/35","d","affect",4.13685700064525,"d",1
11,32,"images/36","d","affect",2.05646756011993,"d",1
11,33,"images/37","b","affect",9.52351510385051,"b",1
11,34,"images/38","b","affect",2.62438005022705,"b",1
11,35,"images/39","c","affect",4.46245815139264,"c",1
11,36,"images/40","c","cognitive",1.62705585919321,"c",1
11,37,"images/41","a","affect",2.92603076854721,"a",1
11,38,"images/42","d","affect",4.42788243759423,"d",1
11,39,"images/43","a","affect",9.26009114598855,"a",1
11,40,"images/44","d","cognitive",2.22795609384775,"d",1
11,41,"images/45","d","affect",2.80168504407629,"a",0
11,42,"images/46","c","affect",2.32672331575304,"c",1
11,43,"images/47","b","affect",5.39617469348013,"b",1
11,44,"images/48","a","affect",3.59417109237984,"d",0
11,45,"images/49","a","affect",1.45922414725646,"a",1
11,46,"images/50","d","affect",5.42576097417623,"b",0
11,47,"images/51","c","affect",4.76016236422583,"c",1
11,48,"images/52","c","affect",2.93075971025974,"c",1
11,49,"images/53","d","affect",1.59548028511927,"d",1
11,50,"images/54","c","affect",1.70743471384048,"c",1
11,51,"images/55","a","affect",1.69645815435797,"a",1
11,52,"images/56","c","affect",2.12914235517383,"c",1
11,53,"images/57","d","affect",4.3715107976459,"d",1
11,54,"images/58","d","cognitive",2.06050998531282,"d",1
11,55,"images/59","b","cognitive",1.32387940632179,"b",1
11,56,"images/60","b","affect",2.127378906589,"b",1
11,57,"images/62","c","cognitive",3.19332584366202,"c",1
11,58,"images/63","d","cognitive",2.30505988094956,"d",1
11,59,"images/64","b","cognitive",7.32679132604972,"c",0
11,60,"images/65","c","physical",2.59182442678139,"d",0
11,61,"images/66","a","affect",8.35758606763557,"a",1
11,62,"images/67","b","affect",5.40194848692045,"b",1
11,63,"images/68","d","cognitive",5.96101967524737,"d",1
11,64,"images/69","a","cognitive",4.62459562905133,"a",1
11,65,"images/70","a","physical",7.19209781382233,"c",0
11,66,"images/71","a","cognitive",2.56462266622111,"a",1
11,67,"images/72","c","cognitive",2.42643850808963,"c",1
11,68,"images/73","a","cognitive",6.26899147592485,"a",1
11,69,"images/74","c","cognitive",3.42858018167317,"c",1
11,70,"images/75","d","cognitive",3.86190438317135,"d",1
11,71,"images/76","b","cognitive",6.19314009929076,"b",1
11,72,"images/77","a","cognitive",6.6270526512526,"a",1
11,73,"images/78","b","affect",5.82470418838784,"c",0
11,74,"images/79","a","cognitive",3.35960744135082,"a",1
11,75,"images/80","b","affect",5.09353943355381,"b",1
11,76,"images/81","a","affect",2.56140341889113,"a",1
11,77,"images/82","d","physical",4.22817455977201,"b",0
11,78,"images/83","d","affect",2.32441610842943,"d",1
11,79,"images/84","b","cognitive",4.86007934063673,"b",1
11,80,"images/85","c","cognitive",6.86052333097905,"c",1
11,81,"images/86","a","physical",4.35925327567384,"a",1
11,82,"images/87","d","affect",2.82616608310491,"d",1
11,83,"images/88","d","cognitive",3.00706020928919,"d",1
11,84,"images/89","c","affect",4.59461219515651,"c",1
11,85,"images/90","b","cognitive",3.1602893373929,"b",1
11,86,"images/91","c","cognitive",4.6598960342817,"c",1
11,87,"images/92","d","cognitive",5.56037428602576,"d",1
11,88,"images/93","b","cognitive",4.12793614016846,"b",1
11,89,"images/94","a","affect",3.40396055672318,"a",1
11,90,"images/95","b","cognitive",2.19356516189873,"b",1
11,91,"images/96","c","affect",5.02705258689821,"c",1
11,92,"images/97","c","affect",1.80721727432683,"c",1
11,93,"images/98","a","physical",3.2379028792493,"d",0
11,94,"images/99","b","cognitive",8.13708829879761,"b",1
11,95,"images/100","d","cognitive",4.0908087673597,"d",1
11,96,"images/101","c","physical",4.92679716460407,"c",1
11,97,"images/102","b","affect",1.79596963664517,"b",1
11,98,"images/103","c","cognitive",3.79440444381908,"c",1
12,1,"images/4","b","cognitive",3.19265600945801,"b",1
12,2,"images/5","a","physical",1.03812602907419,"a",1
12,3,"images/6","a","affect",0.972441187594086,"a",1
12,4,"images/7","d","affect",0.791084785480052,"d",1
12,5,"images/8","b","cognitive",0.757223497610539,"b",1
12,6,"images/9","b","physical",1.15774601977319,"d",0
12,7,"images/10","c","physical",1.05728977546096,"b",0
12,8,"images/11","c","cognitive",0.957930031698197,"c",1
12,9,"images/12","d","affect",0.724523512646556,"d",1
12,10,"images/13","d","cognitive",0.825275216251612,"d",1
12,11,"images/14","c","physical",0.657266741618514,"c",1
12,12,"images/15","a","affect",0.724814159795642,"a",1
12,13,"images/16","b","affect",0.724007984157652,"b",1
12,14,"images/17","b","cognitive",0.691077984403819,"b",1
12,15,"images/18","d","physical",0.9578289790079,"a",0
12,16,"images/19","b","physical",0.991104803048074,"d",0
12,17,"images/20","c","affect",0.791513056028634,"c",1
12,18,"images/21","b","physical",0.857775982934982,"c",0
12,19,"images/22","a","physical",0.824675637297332,"a",1
12,20,"images/23","d","affect",1.05950715858489,"d",1
12,21,"images/24","d","cognitive",0.727240384556353,"d",1
12,22,"images/25","a","cognitive",1.02857222594321,"a",1
12,23,"images/26","b","affect",0.757559697609395,"b",1
12,24,"images/27","d","cognitive",0.858142338693142,"d",1
12,25,"images/29","b","affect",3.66635987302288,"b",1
12,26,"images/30","b","affect",2.36027310509235,"b",1
12,27,"images/31","d","affect",1.56003904808313,"d",1
12,28,"images/32","b","affect",3.19484676560387,"b",1
12,29,"images/33","c","affect",3.46245911344886,"b",0
12,30,"images/34","d","affect",1.72585195349529,"d",1
12,31,"images/35","d","affect",2.80511570069939,"d",1
12,32,"images/36","d","affect",2.02663939399645,"d",1
12,33,"images/37","b","affect",4.66093062050641,"c",0
12,34,"images/38","b","affect",2.39277034299448,"c",0
12,35,"images/39","c","affect",2.97311807936057,"a",0
12,36,"images/40","c","cognitive",1.49430127395317,"c",1
12,37,"images/41","a","affect",3.35840475466102,"c",0
12,38,"images/42","d","affect",5.22715954249725,"b",0
12,39,"images/43","a","affect",2.7962400726974,"a",1
12,40,"images/44","d","cognitive",1.42714074347168,"d",1
12,41,"images/45","d","affect",1.30908177513629,"a",0
12,42,"images/46","c","affect",1.17199604259804,"c",1
12,43,"images/47","b","affect",1.26061565754935,"b",1
12,44,"images/48","a","affect",1.19438866060227,"d",0
12,45,"images/49","a","affect",0.995004151016474,"a",1
12,46,"images/50","d","affect",1.02721074223518,"b",0
12,47,"images/51","c","affect",2.30441314447671,"c",1
12,48,"images/52","c","affect",1.72732892632484,"c",1
12,49,"images/53","d","affect",1.22842253977433,"d",1
12,50,"images/54","c","affect",1.02673691790551,"c",1
12,51,"images/55","a","affect",0.969800987280905,"a",1
12,52,"images/56","c","affect",1.14017665898427,"c",1
12,53,"images/57","d","affect",1.62808563373983,"b",0
12,54,"images/58","d","cognitive",0.863869936671108,"d",1
12,55,"images/59","b","cognitive",0.893048478290439,"b",1
12,56,"images/60","b","affect",0.891519535798579,"b",1
12,57,"images/62","c","cognitive",4.19407940749079,"c",1
12,58,"images/63","d","cognitive",1.65946359373629,"d",1
12,59,"images/64","b","cognitive",3.63780144136399,"a",0
12,60,"images/65","c","physical",1.29144472489133,"d",0
12,61,"images/66","a","affect",3.15959993423894,"c",0
12,62,"images/67","b","affect",3.93994427053258,"b",1
12,63,"images/68","d","cognitive",2.15950401453301,"b",0
12,64,"images/69","a","cognitive",2.05829452676699,"d",0
12,65,"images/70","a","physical",7.50583314197138,"c",0
12,66,"images/71","a","cognitive",1.92614208720624,"a",1
12,67,"images/72","c","cognitive",1.23912256816402,"c",1
12,68,"images/73","a","cognitive",3.35713534103706,"d",0
12,69,"images/74","c","cognitive",1.65902954852208,"c",1
12,70,"images/75","d","cognitive",0.792941587045789,"d",1
12,71,"images/76","b","cognitive",7.6962496326305,"c",0
12,72,"images/77","a","cognitive",6.36032892484218,"b",0
12,73,"images/78","b","affect",2.72631455026567,"d",0
12,74,"images/79","a","cognitive",0.89349824283272,"a",1
12,75,"images/80","b","affect",1.72633026959375,"d",0
12,76,"images/81","a","affect",0.926805826369673,"a",1
12,77,"images/82","d","physical",0.89468488888815,"b",0
12,78,"images/83","d","affect",0.859230177942663,"d",1
12,79,"images/84","b","cognitive",1.75888140220195,"c",0
12,80,"images/85","c","cognitive",2.62618809007108,"b",0
12,81,"images/86","a","physical",3.52595769008622,"a",1
12,82,"images/87","d","affect",1.52513419138268,"d",1
12,83,"images/88","d","cognitive",0.826442293357104,"d",1
12,84,"images/89","c","affect",1.95923794154078,"c",1
12,85,"images/90","b","cognitive",1.2735789436847,"b",1
12,86,"images/91","c","cognitive",1.02821517363191,"c",1
12,87,"images/92","d","cognitive",2.3279170198366,"b",0
12,88,"images/93","b","cognitive",0.794489456340671,"b",1
12,89,"images/94","a","affect",0.740601144265383,"a",1
12,90,"images/95","b","cognitive",0.773520236834884,"b",1
12,91,"images/96","c","affect",1.19241765327752,"b",0
12,92,"images/97","c","affect",0.860399500932544,"c",1
12,93,"images/98","a","physical",0.638091767672449,"d",0
12,94,"images/99","b","cognitive",2.75906169274822,"a",0
12,95,"images/100","d","cognitive",3.65907221473753,"a",0
12,96,"images/101","c","physical",1.12820561323315,"a",0
12,97,"images/102","b","affect",0.9944600709714,"b",1
12,98,"images/103","c","cognitive",2.59471100242808,"d",0
13,1,"images/4","b","cognitive",1.52734162984416,"b",1
13,2,"images/5","a","physical",1.36973419599235,"a",1
13,3,"images/6","a","affect",1.39090455882251,"a",1
13,4,"images/7","d","affect",1.39059209777042,"d",1
13,5,"images/8","b","cognitive",1.25779388332739,"b",1
13,6,"images/9","b","physical",1.0578518207185,"b",1
13,7,"images/10","c","physical",1.1243806919083,"c",1
13,8,"images/11","c","cognitive",1.02472196053714,"c",1
13,9,"images/12","d","affect",1.29029112122953,"d",1
13,10,"images/13","d","cognitive",0.89100753609091,"d",1
13,11,"images/14","c","physical",1.22356463549659,"c",1
13,12,"images/15","a","affect",1.42468725005165,"a",1
13,13,"images/16","b","affect",1.25728027941659,"b",1
13,14,"images/17","b","cognitive",1.09237395972013,"b",1
13,15,"images/18","d","physical",1.2378794606775,"d",1
13,16,"images/19","b","physical",1.39399420237169,"b",1
13,17,"images/20","c","affect",1.42770439293236,"c",1
13,18,"images/21","b","physical",1.0008834884502,"b",1
13,19,"images/22","a","physical",0.862447500694543,"a",1
13,20,"images/23","d","affect",1.06944239512086,"d",1
13,21,"images/24","d","cognitive",0.824663446750492,"d",1
13,22,"images/25","a","cognitive",1.10424908623099,"a",1
13,23,"images/26","b","affect",2.99324102373794,"b",1
13,24,"images/27","d","cognitive",0.928165385033935,"d",1
13,25,"images/29","b","affect",1.20303940586746,"b",1
13,26,"images/30","b","affect",2.02497731940821,"b",1
13,27,"images/31","d","affect",1.20687427278608,"d",1
13,28,"images/32","b","affect",1.92766012204811,"d",0
13,29,"images/33","c","affect",6.76252057915553,"c",1
13,30,"images/34","d","affect",1.35915190260857,"d",1
13,31,"images/35","d","affect",3.57356983283535,"d",1
13,32,"images/36","d","affect",1.49410333950073,"d",1
13,33,"images/37","b","affect",2.79423185251653,"b",1
13,34,"images/38","b","affect",2.62637896696106,"c",0
13,35,"images/39","c","affect",2.39159492449835,"b",0
13,36,"images/40","c","cognitive",1.46066775545478,"c",1
13,37,"images/41","a","affect",5.06129787489772,"d",0
13,38,"images/42","d","affect",6.02676194068044,"d",1
13,39,"images/43","a","affect",8.69668496074155,"a",1
13,40,"images/44","d","cognitive",1.66150549799204,"d",1
13,41,"images/45","d","affect",3.49214933440089,"d",1
13,42,"images/46","c","affect",1.99486781051382,"c",1
13,43,"images/47","b","affect",2.42732231738046,"b",1
13,44,"images/48","a","affect",3.20318087982014,"a",1
13,45,"images/49","a","affect",2.32797348126769,"a",1
13,46,"images/50","d","affect",1.93718986446038,"d",1
13,47,"images/51","c","affect",3.29387030890211,"c",1
13,48,"images/52","c","affect",2.26074718637392,"c",1
13,49,"images/53","d","affect",2.6259891926311,"d",1
13,50,"images/54","c","affect",1.75935811363161,"c",1
13,51,"images/55","a","affect",2.3291030251421,"a",1
13,52,"images/56","c","affect",1.76146449940279,"c",1
13,53,"images/57","d","affect",5.75854776799679,"d",1
13,54,"images/58","d","cognitive",2.45910962065682,"d",1
13,55,"images/59","b","cognitive",2.33828116860241,"b",1
13,56,"images/60","b","affect",3.47137387935072,"b",1
13,57,"images/62","c","cognitive",5.66180673101917,"c",1
13,58,"images/63","d","cognitive",2.37490584468469,"d",1
13,59,"images/64","b","cognitive",3.69399952795357,"c",0
13,60,"images/65","c","physical",2.59514793474227,"c",1
13,61,"images/66","a","affect",5.39248803723603,"c",0
13,62,"images/67","b","affect",3.10275735659525,"b",1
13,63,"images/68","d","cognitive",3.49455406609923,"b",0
13,64,"images/69","a","cognitive",3.65778162889183,"a",1
13,65,"images/70","a","physical",1.95791559573263,"a",1
13,66,"images/71","a","cognitive",2.52859083237126,"a",1
13,67,"images/72","c","cognitive",2.09944539749995,"c",1
13,68,"images/73","a","cognitive",4.72613169299439,"c",0
13,69,"images/74","c","cognitive",2.03780394373462,"c",1
13,70,"images/75","d","cognitive",4.49372864281759,"d",1
13,71,"images/76","b","cognitive",8.02491251705214,"c",0
13,72,"images/77","a","cognitive",3.22512501617894,"b",0
13,73,"images/78","b","affect",3.26208813814446,"a",0
13,74,"images/79","a","cognitive",2.06017570989206,"a",1
13,75,"images/80","b","affect",2.57034096121788,"c",0
13,76,"images/81","a","affect",2.8609265787527,"a",1
13,77,"images/82","d","physical",1.92800883343443,"d",1
13,78,"images/83","d","affect",1.89400895964354,"d",1
13,79,"images/84","b","cognitive",2.5619949772954,"b",1
13,80,"images/85","c","cognitive",2.25980306603014,"c",1
13,81,"images/86","a","physical",1.87323703290895,"a",1
13,82,"images/87","d","affect",1.55986902303994,"d",1
13,83,"images/88","d","cognitive",2.1275822953321,"d",1
13,84,"images/89","c","affect",1.89466435788199,"c",1
13,85,"images/90","b","cognitive",1.66249356791377,"b",1
13,86,"images/91","c","cognitive",2.45828708447516,"c",1
13,87,"images/92","d","cognitive",4.22738314140588,"d",1
13,88,"images/93","b","cognitive",3.82800556113943,"b",1
13,89,"images/94","a","affect",4.52543702861294,"a",1
13,90,"images/95","b","cognitive",2.09339411044493,"b",1
13,91,"images/96","c","affect",3.49318616650999,"c",1
13,92,"images/97","c","affect",2.10217510117218,"c",1
13,93,"images/98","a","physical",1.32652409793809,"a",1
13,94,"images/99","b","cognitive",5.0709459935315,"c",0
13,95,"images/100","d","cognitive",9.25962534174323,"a",0
13,96,"images/101","c","physical",2.22773858997971,"c",1
13,97,"images/102","b","affect",1.19443293102086,"b",1
13,98,"images/103","c","cognitive",3.80356590636075,"c",1
14,1,"images/4","b","cognitive",1.72946771234274,"b",1
14,2,"images/5","a","physical",1.64134983159602,"a",1
14,3,"images/6","a","affect",0.925372483208776,"a",1
14,4,"images/7","d","affect",0.758638555184007,"d",1
14,5,"images/8","b","cognitive",1.10303132189438,"b",1
14,6,"images/9","b","physical",1.56064055161551,"d",0
14,7,"images/10","c","physical",2.82811110513285,"b",0
14,8,"images/11","c","cognitive",1.25941361254081,"c",1
14,9,"images/12","d","affect",1.06102166464552,"d",1
14,10,"images/13","d","cognitive",1.30446447245777,"d",1
14,11,"images/14","c","physical",0.592836556490511,"c",1
14,12,"images/15","a","affect",0.626734416000545,"a",1
14,13,"images/16","b","affect",0.627161723561585,"b",1
14,14,"images/17","b","cognitive",0.570052239112556,"b",1
14,15,"images/18","d","physical",0.727656785398722,"a",0
14,16,"images/19","b","physical",0.958937671035528,"d",0
14,17,"images/20","c","affect",0.740751600824296,"c",1
14,18,"images/21","b","physical",0.826513831969351,"c",0
14,19,"images/22","a","physical",0.795295631513,"a",1
14,20,"images/23","d","affect",0.862652172334492,"d",1
14,21,"images/24","d","cognitive",0.726015242282301,"d",1
14,22,"images/25","a","cognitive",0.792112634982914,"a",1
14,23,"images/26","b","affect",0.640262954868376,"b",1
14,24,"images/27","d","cognitive",0.560510306153446,"d",1
14,25,"images/29","b","affect",1.66118084639311,"b",1
14,26,"images/30","b","affect",2.16015748819336,"b",1
14,27,"images/31","d","affect",1.56102711800486,"d",1
14,28,"images/32","b","affect",2.65964484633878,"b",1
14,29,"images/33","c","affect",3.69376470101997,"c",1
14,30,"images/34","d","affect",1.59420028561726,"d",1
14,31,"images/35","d","affect",2.16992269968614,"d",1
14,32,"images/36","d","affect",3.06334812007844,"d",1
14,33,"images/37","b","affect",2.19401941774413,"b",1
14,34,"images/38","b","affect",1.87237215042114,"b",1
14,35,"images/39","c","affect",3.99192060297355,"c",1
14,36,"images/40","c","cognitive",1.7601261138916,"c",1
14,37,"images/41","a","affect",2.89359576627612,"a",1
14,38,"images/42","d","affect",2.42782886372879,"d",1
14,39,"images/43","a","affect",2.96982825547457,"a",1
14,40,"images/44","d","cognitive",1.95968610187992,"d",1
14,41,"images/45","d","affect",2.05640500364825,"d",1
14,42,"images/46","c","affect",3.09379415027797,"c",1
14,43,"images/47","b","affect",3.1608786508441,"b",1
14,44,"images/48","a","affect",4.79499407764524,"a",1
14,45,"images/49","a","affect",1.87046594591811,"a",1
14,46,"images/50","d","affect",2.36186652863398,"d",1
14,47,"images/51","c","affect",3.02917148405686,"c",1
14,48,"images/52","c","affect",1.86095705488697,"c",1
14,49,"images/53","d","affect",4.32565793255344,"d",1
14,50,"images/54","c","affect",3.00007731327787,"c",1
14,51,"images/55","a","affect",2.43562370957807,"b",0
14,52,"images/56","c","affect",4.89315402181819,"c",1
14,53,"images/57","d","affect",2.89558794628829,"d",1
14,54,"images/58","d","cognitive",1.26222961209714,"d",1
14,55,"images/59","b","cognitive",1.12887737248093,"b",1
14,56,"images/60","b","affect",3.86640395130962,"a",0
14,57,"images/62","c","cognitive",2.59204064682126,"c",1
14,58,"images/63","d","cognitive",1.32534194272012,"d",1
14,59,"images/64","b","cognitive",4.55934483231977,"b",1
14,60,"images/65","c","physical",4.36257197195664,"d",0
14,61,"images/66","a","affect",5.35962476441637,"d",0
14,62,"images/67","b","affect",9.90367023088038,"b",1
14,63,"images/68","d","cognitive",3.39665621705353,"d",1
14,64,"images/69","a","cognitive",4.90489409072325,"a",1
14,65,"images/70","a","physical",8.123026907444,"c",0
14,66,"images/71","a","cognitive",6.99305303348228,"a",1
14,67,"images/72","c","cognitive",8.72577431984246,"d",0
14,68,"images/73","a","cognitive",6.52930557914078,"d",0
14,69,"images/74","c","cognitive",7.93830721778795,"c",1
14,70,"images/75","d","cognitive",8.39298335555941,"d",1
14,71,"images/76","b","cognitive",6.194396359846,"c",0
14,72,"images/77","a","cognitive",7.16008755331859,"d",0
14,73,"images/78","b","affect",7.39254642324522,"b",1
14,74,"images/79","a","cognitive",4.17348713008687,"a",1
14,75,"images/80","b","affect",6.40410620067269,"a",0
14,76,"images/81","a","affect",5.2600651611574,"a",1
14,77,"images/82","d","physical",2.56225386494771,"d",1
14,78,"images/83","d","affect",2.85831942083314,"d",1
14,79,"images/84","b","cognitive",6.02529908390716,"b",1
14,80,"images/85","c","cognitive",6.47143066115677,"b",0
14,81,"images/86","a","physical",4.79384304070845,"a",1
14,82,"images/87","d","affect",2.79562124609947,"d",1
14,83,"images/88","d","cognitive",4.70839615678415,"d",1
14,84,"images/89","c","affect",3.72720028460026,"c",1
14,85,"images/90","b","cognitive",3.36047841841355,"b",1
14,86,"images/91","c","cognitive",8.25864272518083,"b",0
14,87,"images/92","d","cognitive",7.65780504746363,"d",1
14,88,"images/93","b","cognitive",5.92430645786226,"b",1
14,89,"images/94","a","affect",4.47585772816092,"a",1
14,90,"images/95","b","cognitive",4.62467807531357,"b",1
14,91,"images/96","c","affect",6.45642771618441,"b",0
14,92,"images/97","c","affect",7.95973133482039,"d",0
14,93,"images/98","a","physical",3.35899406764656,"a",1
14,94,"images/99","b","cognitive",6.79462226852775,"b",1
14,95,"images/100","d","cognitive",2.56036915350705,"d",1
14,96,"images/101","c","physical",6.52683764975518,"c",1
14,97,"images/102","b","affect",7.10266079520807,"b",1
14,98,"images/103","c","cognitive",4.39256053837016,"b",0
15,1,"images/4","b","cognitive",2.89416486909613,"b",1
15,2,"images/5","a","physical",1.34188217064366,"a",1
15,3,"images/6","a","affect",1.86025417782366,"a",1
15,4,"images/7","d","affect",2.12875033542514,"d",1
15,5,"images/8","b","cognitive",1.39160519046709,"b",1
15,6,"images/9","b","physical",1.3923132000491,"b",1
15,7,"images/10","c","physical",1.22612142749131,"c",1
15,8,"images/11","c","cognitive",2.05957163963467,"c",1
15,9,"images/12","d","affect",1.62642452120781,"d",1
15,10,"images/13","d","cognitive",1.82380337687209,"d",1
15,11,"images/14","c","physical",1.42390609718859,"c",1
15,12,"images/15","a","affect",1.36002640845254,"a",1
15,13,"images/16","b","affect",1.5571306576021,"b",1
15,14,"images/17","b","cognitive",3.09085977450013,"b",1
15,15,"images/18","d","physical",2.02335598599166,"d",1
15,16,"images/19","b","physical",1.07212782790884,"b",1
15,17,"images/20","c","affect",1.66583407856524,"c",1
15,18,"images/21","b","physical",1.86295693414286,"b",1
15,19,"images/22","a","physical",1.07085103588179,"a",1
15,20,"images/23","d","affect",1.5011985162273,"d",1
15,21,"images/24","d","cognitive",1.62610692717135,"d",1
15,22,"images/25","a","cognitive",1.72638223925605,"a",1
15,23,"images/26","b","affect",1.42844063276425,"b",1
15,24,"images/27","d","cognitive",1.79781168187037,"d",1
15,25,"images/29","b","affect",2.47401760797948,"b",1
15,26,"images/30","b","affect",2.22957293549553,"b",1
15,27,"images/31","d","affect",1.62843306222931,"d",1
15,28,"images/32","b","affect",3.69677125662565,"b",1
15,29,"images/33","c","affect",4.72339685633779,"c",1
15,30,"images/34","d","affect",1.827352729626,"d",1
15,31,"images/35","d","affect",3.89364388678223,"d",1
15,32,"images/36","d","affect",2.59922693111002,"d",1
15,33,"images/37","b","affect",3.72473684605211,"b",1
15,34,"images/38","b","affect",2.39201806252822,"b",1
15,35,"images/39","c","affect",4.56080672703683,"c",1
15,36,"images/40","c","cognitive",1.99423294328153,"c",1
15,37,"images/41","a","affect",2.26267167693004,"a",1
15,38,"images/42","d","affect",3.32732899021357,"d",1
15,39,"images/43","a","affect",3.80032035289332,"a",1
15,40,"images/44","d","cognitive",1.96495751943439,"d",1
15,41,"images/45","d","affect",1.49155713431537,"a",0
15,42,"images/46","c","affect",3.22739597363397,"c",1
15,43,"images/47","b","affect",2.59652866655961,"b",1
15,44,"images/48","a","affect",2.67202202742919,"a",1
15,45,"images/49","a","affect",3.19009985914454,"a",1
15,46,"images/50","d","affect",2.62689032545313,"d",1
15,47,"images/51","c","affect",3.99147853767499,"c",1
15,48,"images/52","c","affect",1.99273864785209,"c",1
15,49,"images/53","d","affect",1.42519989144057,"d",1
15,50,"images/54","c","affect",1.52467608591542,"c",1
15,51,"images/55","a","affect",4.8733425764367,"a",1
15,52,"images/56","c","affect",3.69562856014818,"c",1
15,53,"images/57","d","affect",4.52363732969388,"d",1
15,54,"images/58","d","cognitive",2.36443583108485,"d",1
15,55,"images/59","b","cognitive",1.05898521374911,"b",1
15,56,"images/60","b","affect",3.30007814755663,"b",1
15,57,"images/62","c","cognitive",4.19660828914493,"c",1
15,58,"images/63","d","cognitive",2.20723325014114,"d",1
15,59,"images/64","b","cognitive",6.09194665215909,"a",0
15,60,"images/65","c","physical",2.52603179542348,"c",1
15,61,"images/66","a","affect",6.02736569009721,"a",1
15,62,"images/67","b","affect",4.4275885829702,"b",1
15,63,"images/68","d","cognitive",8.46081789117306,"d",1
15,64,"images/69","a","cognitive",3.19423114694655,"a",1
15,65,"images/70","a","physical",2.2427078508772,"a",1
15,66,"images/71","a","cognitive",4.22433552285656,"a",1
15,67,"images/72","c","cognitive",2.50850061001256,"c",1
15,68,"images/73","a","cognitive",6.00567145785317,"a",1
15,69,"images/74","c","cognitive",2.45877149514854,"c",1
15,70,"images/75","d","cognitive",1.94050888204947,"d",1
15,71,"images/76","b","cognitive",4.02366106864065,"b",1
15,72,"images/77","a","cognitive",5.3074604421854,"a",1
15,73,"images/78","b","affect",7.4581568390131,"b",1
15,74,"images/79","a","cognitive",3.55780754983425,"a",1
15,75,"images/80","b","affect",8.52285874309018,"c",0
15,76,"images/81","a","affect",1.69398573320359,"a",1
15,77,"images/82","d","physical",3.0677222548984,"d",1
15,78,"images/83","d","affect",3.30693560978398,"d",1
15,79,"images/84","b","cognitive",4.14183873403817,"b",1
15,80,"images/85","c","cognitive",3.86114568635821,"c",1
15,81,"images/86","a","physical",2.55822202563286,"a",1
15,82,"images/87","d","affect",4.34166274219751,"d",1
15,83,"images/88","d","cognitive",3.29174403334036,"d",1
15,84,"images/89","c","affect",4.22966372268274,"c",1
15,85,"images/90","b","cognitive",2.89518213225529,"b",1
15,86,"images/91","c","cognitive",2.82628317549825,"c",1
15,87,"images/92","d","cognitive",2.73547761654481,"d",1
15,88,"images/93","b","cognitive",4.45964311435819,"b",1
15,89,"images/94","a","affect",1.96123332949355,"a",1
15,90,"images/95","b","cognitive",2.22494665067643,"b",1
15,91,"images/96","c","affect",6.1729590902105,"c",1
15,92,"images/97","c","affect",2.72777901077643,"c",1
15,93,"images/98","a","physical",2.47185540292412,"a",1
15,94,"images/99","b","cognitive",4.77382467780262,"a",0
15,95,"images/100","d","cognitive",4.12426744867116,"b",0
15,96,"images/101","c","physical",3.82579010305926,"c",1
15,97,"images/102","b","affect",3.30705430684611,"b",1
15,98,"images/103","c","cognitive",6.0357514526695,"c",1
16,1,"images/4","b","cognitive",2.56021677237004,"b",1
16,2,"images/5","a","physical",1.52588166017085,"a",1
16,3,"images/6","a","affect",1.22647783812135,"a",1
16,4,"images/7","d","affect",1.45798681396991,"d",1
16,5,"images/8","b","cognitive",1.16154431458563,"b",1
16,6,"images/9","b","physical",1.09386280179024,"d",0
16,7,"images/10","c","physical",1.13939294032753,"c",1
16,8,"images/11","c","cognitive",0.960809549782425,"c",1
16,9,"images/12","d","affect",1.22805907111615,"d",1
16,10,"images/13","d","cognitive",1.19395108660683,"d",1
16,11,"images/14","c","physical",1.19207471609116,"c",1
16,12,"images/15","a","affect",1.77012005727738,"a",1
16,13,"images/16","b","affect",1.19442234467715,"b",1
16,14,"images/17","b","cognitive",1.7720358860679,"b",1
16,15,"images/18","d","physical",2.05844819080085,"d",1
16,16,"images/19","b","physical",1.2719415705651,"b",1
16,17,"images/20","c","affect",1.42686742031947,"c",1
16,18,"images/21","b","physical",1.06124333851039,"b",1
16,19,"images/22","a","physical",0.960898091550916,"a",1
16,20,"images/23","d","affect",1.19360141269863,"d",1
16,21,"images/24","d","cognitive",1.37322291778401,"d",1
16,22,"images/25","a","cognitive",0.995702857617289,"a",1
16,23,"images/26","b","affect",1.56190322851762,"b",1
16,24,"images/27","d","cognitive",1.46015896368772,"d",1
16,25,"images/29","b","affect",2.15774024557322,"b",1
16,26,"images/30","b","affect",4.40713136363775,"b",1
16,27,"images/31","d","affect",5.27535201609135,"d",1
16,28,"images/32","b","affect",2.96148291323334,"b",1
16,29,"images/33","c","affect",3.25965421414003,"c",1
16,30,"images/34","d","affect",2.5932407672517,"d",1
16,31,"images/35","d","affect",2.79317865986377,"d",1
16,32,"images/36","d","affect",1.89461110439152,"d",1
16,33,"images/37","b","affect",6.22757851006463,"b",1
16,34,"images/38","b","affect",4.76070291548967,"b",1
16,35,"images/39","c","affect",3.7265856275335,"c",1
16,36,"images/40","c","cognitive",1.22891432885081,"c",1
16,37,"images/41","a","affect",3.79408877482638,"a",1
16,38,"images/42","d","affect",3.36208499455824,"d",1
16,39,"images/43","a","affect",4.79346706066281,"a",1
16,40,"images/44","d","cognitive",1.62896719761193,"d",1
16,41,"images/45","d","affect",3.15998938772827,"d",1
